DatabaseName,ParentSchema,ParentTable,ColumnName,ColumnOrder,DataType,ColumnSize,ConstraintType,ChildSchema,ChildTable,ChildColumn
,main,users,email,4,varchar,NULL,UNIQUE,NULL,NULL,NULL
,main,users,email_verified_at,5,datetime,NULL,NULL,NULL,NULL,NULL
,main,users,password,6,varchar,NULL,NULL,NULL,NULL,NULL
,main,users,user_type,7,varchar,NULL,NULL,NULL,NULL,NULL
,main,users,profile_completed,8,tinyint,1,NULL,NULL,NULL,NULL
,main,users,profile_status,9,varchar,NULL,NULL,NULL,NULL,NULL
,main,users,bio,10,text,NULL,NULL,NULL,NULL,NULL
,main,users,phone,11,varchar,NULL,NULL,NULL,NULL,NULL
,main,users,profile_photo,12,varchar,NULL,NULL,NULL,NULL,NULL
,main,users,professional_title,13,varchar,NULL,NULL,NULL,NULL,NULL
,main,users,hourly_rate,14,numeric,NULL,NULL,NULL,NULL,NULL
,main,users,company_name,15,varchar,NULL,NULL,NULL,NULL,NULL
,main,users,work_type_needed,16,varchar,NULL,NULL,NULL,NULL,NULL
,main,users,budget_range,17,varchar,NULL,NULL,NULL,NULL,NULL
,main,users,project_intent,18,text,NULL,NULL,NULL,NULL,NULL
,main,users,remember_token,19,varchar,NULL,NULL,NULL,NULL,NULL
,main,users,created_at,20,datetime,NULL,NULL,NULL,NULL,NULL
,main,users,updated_at,21,datetime,NULL,NULL,NULL,NULL,NULL
,main,users,escrow_balance,22,numeric,NULL,NULL,NULL,NULL,NULL
,main,users,stripe_customer_id,23,varchar,NULL,NULL,NULL,NULL,NULL
,main,users,stripe_account_id,24,varchar,NULL,NULL,NULL,NULL,NULL
,main,users,stripe_account_details,25,text,NULL,NULL,NULL,NULL,NULL
,main,users,stripe_onboarded_at,26,datetime,NULL,NULL,NULL,NULL,NULL
,main,users,registration_ip_country,27,varchar,NULL,NULL,NULL,NULL,NULL
,main,users,is_admin,28,tinyint,1,NULL,NULL,NULL,NULL
,main,users,id_verification_required_by_admin,29,tinyint,1,NULL,NULL,NULL,NULL
,main,users,name,30,varchar,NULL,NULL,NULL,NULL,NULL
,main,users,google_id,31,varchar,NULL,NULL,NULL,NULL,NULL
,main,users,google_id,31,varchar,NULL,UNIQUE,NULL,NULL,NULL
,main,users,avatar,32,varchar,NULL,NULL,NULL,NULL,NULL
,main,users,profile_picture,33,varchar,NULL,NULL,NULL,NULL,NULL
,main,users,broad_category,34,varchar,NULL,NULL,NULL,NULL,NULL
,main,users,specific_services,35,text,NULL,NULL,NULL,NULL,NULL
,main,users,skills_with_experience,36,text,NULL,NULL,NULL,NULL,NULL
,main,users,working_hours,37,text,NULL,NULL,NULL,NULL,NULL
,main,users,timezone,38,varchar,NULL,NULL,NULL,NULL,NULL
,main,users,preferred_communication,39,text,NULL,NULL,NULL,NULL,NULL
,main,users,availability_notes,40,text,NULL,NULL,NULL,NULL,NULL
,main,users,id_type,41,varchar,NULL,NULL,NULL,NULL,NULL
,main,users,id_front_image,42,varchar,NULL,NULL,NULL,NULL,NULL
,main,users,id_back_image,43,varchar,NULL,NULL,NULL,NULL,NULL
,main,users,id_verification_status,44,varchar,NULL,NULL,NULL,NULL,NULL
,main,users,id_verification_notes,45,text,NULL,NULL,NULL,NULL,NULL
,main,users,id_verified_at,46,datetime,NULL,NULL,NULL,NULL,NULL
,main,users,tutorial_completed,47,tinyint,1,NULL,NULL,NULL,NULL
,main,users,onboarding_step,48,integer,NULL,NULL,NULL,NULL,NULL
,main,users,country,49,varchar,NULL,NULL,NULL,NULL,NULL
,main,users,street_address,50,varchar,NULL,NULL,NULL,NULL,NULL
,main,users,city,51,varchar,NULL,NULL,NULL,NULL,NULL
,main,users,postal_code,52,varchar,NULL,NULL,NULL,NULL,NULL
,main,users,province,53,varchar,NULL,NULL,NULL,NULL,NULL
,main,users,municipality,54,varchar,NULL,NULL,NULL,NULL,NULL
,main,users,company_size,55,varchar,NULL,NULL,NULL,NULL,NULL
,main,users,industry,56,varchar,NULL,NULL,NULL,NULL,NULL
,main,users,company_website,57,varchar,NULL,NULL,NULL,NULL,NULL
,main,users,company_description,58,text,NULL,NULL,NULL,NULL,NULL
,main,users,primary_hiring_needs,59,text,NULL,NULL,NULL,NULL,NULL
,main,users,typical_project_budget,60,varchar,NULL,NULL,NULL,NULL,NULL
,main,users,typical_project_duration,61,varchar,NULL,NULL,NULL,NULL,NULL
,main,users,preferred_experience_level,62,varchar,NULL,NULL,NULL,NULL,NULL
,main,users,hiring_frequency,63,varchar,NULL,NULL,NULL,NULL,NULL
,main,users,business_registration_document,64,varchar,NULL,NULL,NULL,NULL,NULL
,main,users,tax_id,65,varchar,NULL,NULL,NULL,NULL,NULL
,main,users,portfolio_link,66,varchar,NULL,NULL,NULL,NULL,NULL
,main,users,resume_file,67,varchar,NULL,NULL,NULL,NULL,NULL
,main,users,primary_hiring_skills,68,text,NULL,NULL,NULL,NULL,NULL
,main,verification_attempts,id,1,integer,NULL,NULL,NULL,NULL,NULL
,main,verification_attempts,id,1,integer,NULL,PRIMARY KEY,NULL,NULL,NULL
,main,verification_attempts,user_id,2,integer,NULL,NULL,NULL,NULL,NULL
,main,verification_attempts,user_id,2,integer,NULL,FOREIGN KEY,main,users,id
,main,verification_attempts,verification_type,3,varchar,NULL,NULL,NULL,NULL,NULL
,main,verification_attempts,ip_address,4,varchar,NULL,NULL,NULL,NULL,NULL
,main,verification_attempts,user_agent,5,text,NULL,NULL,NULL,NULL,NULL
,main,verification_attempts,attempt_data,6,text,NULL,NULL,NULL,NULL,NULL
,main,verification_attempts,successful,7,tinyint,1,NULL,NULL,NULL,NULL
,main,verification_attempts,failure_reason,8,text,NULL,NULL,NULL,NULL,NULL
,main,verification_attempts,created_at,9,datetime,NULL,NULL,NULL,NULL,NULL
,main,verification_attempts,updated_at,10,datetime,NULL,NULL,NULL,NULL,NULL
,main,verification_documents,id,1,integer,NULL,NULL,NULL,NULL,NULL
,main,verification_documents,id,1,integer,NULL,PRIMARY KEY,NULL,NULL,NULL
,main,verification_documents,user_verification_id,2,integer,NULL,NULL,NULL,NULL,NULL
,main,verification_documents,user_verification_id,2,integer,NULL,FOREIGN KEY,main,user_verifications,id
,main,verification_documents,document_type,3,varchar,NULL,NULL,NULL,NULL,NULL
,main,verification_documents,file_path,4,varchar,NULL,NULL,NULL,NULL,NULL
,main,verification_documents,file_hash,5,varchar,NULL,NULL,NULL,NULL,NULL
,main,verification_documents,extracted_data,6,text,NULL,NULL,NULL,NULL,NULL
,main,verification_documents,validation_results,7,text,NULL,NULL,NULL,NULL,NULL
,main,verification_documents,is_verified,8,tinyint,1,NULL,NULL,NULL,NULL
,main,verification_documents,created_at,9,datetime,NULL,NULL,NULL,NULL,NULL
,main,verification_documents,updated_at,10,datetime,NULL,NULL,NULL,NULL,NULL
